SampleID,adiv_observed_otus,temperature_deg_c,ph,salinity_psu,oxygen_mg_per_l,phosphate_umol_per_l,ammonium_umol_per_l,nitrate_umol_per_l,sulfate_umol_per_l
X1883.2008.418.Crump.Artic.LTREB.main.lane2.NoIndex,754,,,,,,,,
X1883.2008.416.Crump.Artic.LTREB.main.lane2.NoIndex,1292,,,,,,,,
X1883.2008.415.Crump.Artic.LTREB.main.lane2.NoIndex,1569,,,,,,,,
X1883.2008.405.Crump.Artic.LTREB.main.lane2.NoIndex,,9.2,7.7,,,0.1,,0.25,
X1883.2008.399.Crump.Artic.LTREB.main.lane2.NoIndex,635,7.8,7.5,,,,,0.45,
X1883.2008.393.Crump.Artic.LTREB.main.lane2.NoIndex,410,7.1,7.6,,,,,0.25,
X1883.2008.392.Crump.Artic.LTREB.main.lane2.NoIndex,317,6.44,7.5,,,,,,
X1883.2008.382.Crump.Artic.LTREB.main.lane2.NoIndex,,9.65,7,,,,,,
X1883.2008.381.Crump.Artic.LTREB.main.lane2.NoIndex,,8.3,7.2,,,,,0.02,
X1883.2008.372.Crump.Artic.LTREB.main.lane2.NoIndex,,4.21,6.2,,,,,,
X1883.2008.37.Crump.Artic.LTREB.main.lane2.NoIndex,1821,3.2,7.2,,,,,1.13,
X1883.2008.366.Crump.Artic.LTREB.main.lane2.NoIndex,251,2.59,6.9,,,0.1,,1.93,
X1883.2008.35.Crump.Artic.LTREB.main.lane2.NoIndex,1339,10.7,7.4,,,,,,
X1883.2008.347.Crump.Artic.LTREB.main.lane2.NoIndex,965,,,,,,,,
X1883.2007.523.Crump.Artic.LTREB.main.lane2.NoIndex,1163,13.9,7.5,,,,,13.69,
X1883.2007.515.Crump.Artic.LTREB.main.lane2.NoIndex,713,16.3,6.9,,,0.1,,1.89,
X1883.2007.508.Crump.Artic.LTREB.main.lane2.NoIndex,133,16.3,7.5,,,,,,
X1883.2007.49.Crump.Artic.LTREB.main.lane2.NoIndex,604,15.4,,,,,,,
X1883.2007.488.Crump.Artic.LTREB.main.lane2.NoIndex,474,15.4,,,,,,,
X1883.2007.481.Crump.Artic.LTREB.main.lane2.NoIndex,186,,,,,,,,
X1883.2007.472.Crump.Artic.LTREB.main.lane2.NoIndex,62,,,,,,,,
X1883.2007.471.Crump.Artic.LTREB.main.lane2.NoIndex,60,,,,,,,,
X1883.2007.447.Crump.Artic.LTREB.main.lane2.NoIndex,295,,,,,,,,
X1883.2007.441.Crump.Artic.LTREB.main.lane2.NoIndex,656,,,,,,,,
X1883.2007.051.Crump.Artic.LTREB.main.lane1.NoIndex,,16.5,7.8,,,,,0.01,
X1883.2007.049.Crump.Artic.LTREB.main.lane1.NoIndex,,14.7,8.6,,,,,0,
X1883.2007.047.Crump.Artic.LTREB.main.lane1.NoIndex,362,15.7,9.7,,,,,0,
X1883.2007.04.Crump.Artic.LTREB.main.lane1.NoIndex,,14.7,8.4,,,,,0.02,
X1883.2007.032.Crump.Artic.LTREB.main.lane1.NoIndex,,16,7.3,,,,,5.63,
X1883.2007.031.Crump.Artic.LTREB.main.lane1.NoIndex,208,11.1,7.8,,,0.1,,2.61,
X1883.2007.025.Crump.Artic.LTREB.main.lane1.NoIndex,255,,,,,,,,
X1883.2007.022.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2007.014.Crump.Artic.LTREB.main.lane1.NoIndex,1568,,,,,,,,
X1883.2007.011.Crump.Artic.LTREB.main.lane1.NoIndex,1327,9.6,7.1,,,0.1,,0.74,
X1883.2007.004.Crump.Artic.LTREB.main.lane1.NoIndex,1707,9.85,6.9,,,,,,
X1883.2006.349.Crump.Artic.LTREB.main.lane2.NoIndex,,,,,,,,,
X1883.2006.346.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2006.338.Crump.Artic.LTREB.main.lane1.NoIndex,259,,,,,,,,
X1883.2006.336.Crump.Artic.LTREB.main.lane1.NoIndex,143,,,,,,,,
X1883.2006.333.Crump.Artic.LTREB.main.lane1.NoIndex,2315,7.8,7.6,,,0.1,,2.68,
X1883.2006.329.Crump.Artic.LTREB.main.lane1.NoIndex,354,10.7,7.5,,,0.1,,0.4,
X1883.2008.54.Crump.Artic.LTREB.main.lane3.NoIndex,,13.83,8,,,,,0,
X1883.2008.101.Crump.Artic.LTREB.main.lane2.NoIndex,855,,,,,,,,
X1883.2008.098.Crump.Artic.LTREB.main.lane2.NoIndex,201,,,,,,,,
X1883.2008.091.Crump.Artic.LTREB.main.lane2.NoIndex,479,,,,,,,,
X1883.2008.089.Crump.Artic.LTREB.main.lane2.NoIndex,898,,,,,,,,
X1883.2006.301.Crump.Artic.LTREB.main.lane1.NoIndex,321,13.52,7.7,,9.73,,,,
X1883.2006.235.Crump.Artic.LTREB.main.lane1.NoIndex,664,14.5,7.3,,,,,0.76,
X1883.2006.19.Crump.Artic.LTREB.main.lane1.NoIndex,596,10.9,6.7,,,0.1,,0.17,
X1883.2006.189.Crump.Artic.LTREB.main.lane1.NoIndex,312,11.6,7.4,,,0.1,,0.3,
X1883.2006.187.Crump.Artic.LTREB.main.lane1.NoIndex,273,,,,,,,0.02,
X1883.2006.178.Crump.Artic.LTREB.main.lane1.NoIndex,267,13.08,7.3,,,,,,
X1883.2006.17.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2006.167.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2006.163.Crump.Artic.LTREB.main.lane1.NoIndex,274,13.55,7.7,,,,,,
X1883.2006.156.Crump.Artic.LTREB.main.lane1.NoIndex,,7.6,7.6,,,,,2.63,
X1883.2006.138.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2006.133.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2006.13.Crump.Artic.LTREB.main.lane1.NoIndex,770,,,,,,,,
X1883.2006.127.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2006.121.Crump.Artic.LTREB.main.lane1.NoIndex,1270,12.7,8.1,,,,,,
X1883.2006.113.Crump.Artic.LTREB.main.lane1.NoIndex,,14.1,7.4,,,,,,
X1883.2006.103.Crump.Artic.LTREB.main.lane1.NoIndex,,12.7,8.2,,,,,,
X1883.2006.098.Crump.Artic.LTREB.main.lane1.NoIndex,920,10.4,7.2,,,,,0.38,
X1883.2005.043.Crump.Artic.LTREB.main.lane1.NoIndex,1716,14.2,7.5,,,,,6.29,4.5
X1883.2005.04.Crump.Artic.LTREB.main.lane1.NoIndex,,17.16,7.8,,,,,,
X1883.2005.028.Crump.Artic.LTREB.main.lane1.NoIndex,1325,16.2,7,,,0.1,,0.84,1.7
X1883.2005.022.Crump.Artic.LTREB.main.lane1.NoIndex,255,14.38,7.3,,,,,,
X1883.2005.019.Crump.Artic.LTREB.main.lane1.NoIndex,,12.7,6.6,,,,,1.04,1.6
X1883.2005.011.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,0.1,,0.24,6.8
X1883.2005.01.Crump.Artic.LTREB.main.lane1.NoIndex,1129,,,,,,,5.18,13.5
X1883.2005.006.Crump.Artic.LTREB.main.lane1.NoIndex,379,2.08,7,,8.72,,,4.12,11.6
X1883.2004.212.Crump.Artic.LTREB.main.lane1.NoIndex,2247,7.1,7.6,,,0.1,,0.27,5
X1883.2004.209.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2004.195.Crump.Artic.LTREB.main.lane1.NoIndex,296,,,,,,,,
X1883.2004.184.Crump.Artic.LTREB.main.lane1.NoIndex,609,12.1,5.2,,,0.1,,0.92,6.5
X1883.2004.166.Crump.Artic.LTREB.main.lane1.NoIndex,2440,,,,,,,1.77,
X1883.2004.158.Crump.Artic.LTREB.main.lane1.NoIndex,682,,,,,,,0,
X1883.2007.38.Crump.Artic.LTREB.main.lane2.NoIndex,1344,,,,,,,,
X1883.2007.378.Crump.Artic.LTREB.main.lane2.NoIndex,1229,,,,,,,,
X1883.2007.373.Crump.Artic.LTREB.main.lane2.NoIndex,1246,,,,,,,,
X1883.2007.364.Crump.Artic.LTREB.main.lane2.NoIndex,1279,,,,,,,,
X1883.2007.363.Crump.Artic.LTREB.main.lane2.NoIndex,1172,,,,,,,,
X1883.2007.344.Crump.Artic.LTREB.main.lane2.NoIndex,302,14.05,7.9,,9.29,,,,
X1883.2007.34.Crump.Artic.LTREB.main.lane2.NoIndex,1012,11.4,7.2,,,0.5,,0.06,
X1883.2007.236.Crump.Artic.LTREB.main.lane2.NoIndex,1419,,,,,,,,
X1883.2007.234.Crump.Artic.LTREB.main.lane2.NoIndex,723,,,,,,,,
X1883.2007.216.Crump.Artic.LTREB.main.lane2.NoIndex,,,,,,,,,
X1883.2007.214.Crump.Artic.LTREB.main.lane2.NoIndex,1322,,,,,,,,
X1883.2007.21.Crump.Artic.LTREB.main.lane2.NoIndex,1117,,,,,,,,
X1883.2007.206.Crump.Artic.LTREB.main.lane2.NoIndex,1370,11.5,7.7,,,,,,
X1883.2007.199.Crump.Artic.LTREB.main.lane2.NoIndex,1740,7.1,8.3,,,,,,
X1883.2007.198.Crump.Artic.LTREB.main.lane2.NoIndex,1096,,,,,,,,
X1883.2007.196.Crump.Artic.LTREB.main.lane2.NoIndex,774,,,,,,,,
X1883.2007.192.Crump.Artic.LTREB.main.lane2.NoIndex,1527,,,,,,,,
X1883.2007.19.Crump.Artic.LTREB.main.lane2.NoIndex,289,5.3,6.8,,9.43,,,,
X1883.2007.182.Crump.Artic.LTREB.main.lane2.NoIndex,,18.3,7,,,,,0.03,
X1883.2007.175.Crump.Artic.LTREB.main.lane2.NoIndex,299,19.3,7.3,,,,,0,
X1883.2007.16.Crump.Artic.LTREB.main.lane2.NoIndex,133,21.7,8.4,,,,,0.04,
X1883.2007.144.Crump.Artic.LTREB.main.lane2.NoIndex,1493,18.2,7.9,,,0.1,,0,
X1883.2007.143.Crump.Artic.LTREB.main.lane2.NoIndex,227,,,,,,,,
X1883.2007.129.Crump.Artic.LTREB.main.lane2.NoIndex,1300,12.5,6.9,,,0.1,,0.21,
X1883.2007.125.Crump.Artic.LTREB.main.lane2.NoIndex,240,,,,,,,,
X1883.2007.113.Crump.Artic.LTREB.main.lane2.NoIndex,,10,,,,,,,
X1883.2007.107.Crump.Artic.LTREB.main.lane2.NoIndex,382,,,,,,,,
X1883.2007.106.Crump.Artic.LTREB.main.lane2.NoIndex,1135,,,,,,,,
X1883.2007.1.Crump.Artic.LTREB.main.lane2.NoIndex,1115,,,,,,,,
X1883.2007.094.Crump.Artic.LTREB.main.lane1.NoIndex,1208,,,,,,,,
X1883.2007.076.Crump.Artic.LTREB.main.lane1.NoIndex,446,,,,,,,,
X1883.2007.073.Crump.Artic.LTREB.main.lane1.NoIndex,399,,,,,,,,
X1883.2007.064.Crump.Artic.LTREB.main.lane1.NoIndex,248,16.5,7.9,,,,,0.39,
X1883.2007.06.Crump.Artic.LTREB.main.lane1.NoIndex,,16.9,6.9,,,,,0.04,
X1883.2007.059.Crump.Artic.LTREB.main.lane1.NoIndex,184,14.1,6.9,,,,,3.73,
X1883.2004.15.Crump.Artic.LTREB.main.lane1.NoIndex,272,,,,,,,,
X1883.2004.139.Crump.Artic.LTREB.main.lane1.NoIndex,575,11.9,8.6,,,,,0.57,5.9
X1883.2004.132.Crump.Artic.LTREB.main.lane1.NoIndex,356,11.18,7.3,,,,,,
X1883.2004.131.Crump.Artic.LTREB.main.lane1.NoIndex,,11,7.7,,,,,0.21,6
X1883.2004.123.Crump.Artic.LTREB.main.lane1.NoIndex,,13.5,7.5,,,0.1,,0.02,1.3
X1883.2004.12.Crump.Artic.LTREB.main.lane1.NoIndex,2024,10.6,,,,0.2,,0.03,4.8
X1883.2004.118.Crump.Artic.LTREB.main.lane1.NoIndex,438,14.3,8,,,0.1,,0.01,1.8
X1883.2004.103.Crump.Artic.LTREB.main.lane1.NoIndex,792,9.9,7.6,,,,,0.44,5.4
X1883.2004.075.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,3.9,6.7
X1883.2004.064.Crump.Artic.LTREB.main.lane1.NoIndex,2274,8.2,8,,,,,1.82,14.4
X1883.2004.059.Crump.Artic.LTREB.main.lane1.NoIndex,483,13,8.2,,,,,4.6,15
X1883.2004.051.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2004.041.Crump.Artic.LTREB.main.lane1.NoIndex,1296,10.3,7.6,,,,,17.28,38.3
X1883.2004.04.Crump.Artic.LTREB.main.lane1.NoIndex,729,12.3,6.9,,,,,0.31,2
X1883.2004.039.Crump.Artic.LTREB.main.lane1.NoIndex,530,14.4,6.5,,,,,0.04,0.6
X1883.2003.216.Crump.Artic.LTREB.main.lane4.NoIndex,659,7.8,8,,,0.1,,0.55,6.9
X1883.2003.214.Crump.Artic.LTREB.main.lane4.NoIndex,590,6.5,7.4,,,,,,
X1883.2003.2.Crump.Artic.LTREB.main.lane4.NoIndex,1991,5.8,7.7,,,,,0.01,10.8
X1883.2003.192.Crump.Artic.LTREB.main.lane1.NoIndex,282,,,,,,,,
X1883.2003.187.Crump.Artic.LTREB.main.lane1.NoIndex,256,8.88,7.6,,,,,,
X1883.2003.17.Crump.Artic.LTREB.main.lane1.NoIndex,225,,,,,,,0.05,6.6
X1883.2003.169.Crump.Artic.LTREB.main.lane1.NoIndex,1688,,,,,,,0.27,6.8
X1883.2003.144.Crump.Artic.LTREB.main.lane1.NoIndex,603,8.6,7.5,,,,,0.07,2.3
X1883.2003.128.Crump.Artic.LTREB.main.lane1.NoIndex,,9.3,6.6,,,,,0.02,2.2
X1883.2003.123.Crump.Artic.LTREB.main.lane1.NoIndex,746,12.2,7.1,,,,,0.64,5.6
X1883.2003.121.Crump.Artic.LTREB.main.lane1.NoIndex,851,13,6.8,,,,,0.21,2
X1883.2003.118.Crump.Artic.LTREB.main.lane1.NoIndex,279,,,,,,,0.15,5.7
X1883.2003.117.Crump.Artic.LTREB.main.lane1.NoIndex,230,,,,,,,0.06,5.9
X1883.2007.266.Crump.Artic.LTREB.main.lane2.NoIndex,,,,,,,,,
X1883.2007.263.Crump.Artic.LTREB.main.lane2.NoIndex,689,,,,,,,,
X1883.2007.259.Crump.Artic.LTREB.main.lane2.NoIndex,266,16.81,8,,8.85,,,,
X1883.2007.246.Crump.Artic.LTREB.main.lane2.NoIndex,,,,,,,,,
X1883.2007.245.Crump.Artic.LTREB.main.lane2.NoIndex,,11.7,6.9,,,,,,
X1883.2006.051.Crump.Artic.LTREB.main.lane1.NoIndex,62,9,7.3,,,,,1.49,
X1883.2006.038.Crump.Artic.LTREB.main.lane1.NoIndex,414,3.42,6.9,,7.81,,,,
X1883.2006.033.Crump.Artic.LTREB.main.lane1.NoIndex,31,,,,,,,,
X1883.2006.029.Crump.Artic.LTREB.main.lane1.NoIndex,500,8.1,7.6,,,,,0.53,
X1883.2006.022.Crump.Artic.LTREB.main.lane1.NoIndex,,9.68,7.1,,,,,,
X1883.2006.019.Crump.Artic.LTREB.main.lane1.NoIndex,223,,,,,,,,
X1883.2006.001.Crump.Artic.LTREB.main.lane1.NoIndex,310,2.37,7.3,,,,,2.61,
X1883.2005.207.Crump.Artic.LTREB.main.lane4.NoIndex,314,13.55,7.1,,,,,,
X1883.2005.185.Crump.Artic.LTREB.main.lane4.NoIndex,286,13.74,6.6,,,,,,
X1883.2005.183.Crump.Artic.LTREB.main.lane4.NoIndex,318,13.32,7.1,,,,,,
X1883.2005.178.Crump.Artic.LTREB.main.lane4.NoIndex,293,12.65,6.7,,,,,,
X1883.2005.176.Crump.Artic.LTREB.main.lane4.NoIndex,313,11.54,6.4,,,,,,
X1883.2005.096.Crump.Artic.LTREB.main.lane1.NoIndex,,13.8,6.7,,,,,0.1,1.2
X1883.2005.093.Crump.Artic.LTREB.main.lane1.NoIndex,,10.3,6.8,,,,,0,7
X1883.2005.09.Crump.Artic.LTREB.main.lane1.NoIndex,319,14.37,7.2,,,,,,
X1883.2005.063.Crump.Artic.LTREB.main.lane1.NoIndex,,5.2,7.1,,,,,,
X1883.2005.053.Crump.Artic.LTREB.main.lane1.NoIndex,207,,,,,,,1.94,6.8
X1883.2003.1.Crump.Artic.LTREB.main.lane1.NoIndex,304,4.25,7.2,,,,,,
X1883.2003.091.Crump.Artic.LTREB.main.lane1.NoIndex,1313,13.9,7.1,,,,,0.27,2.5
X1883.2003.073.Crump.Artic.LTREB.main.lane1.NoIndex,235,6.01,7.3,,,,,,
X1883.2003.07.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2003.062.Crump.Artic.LTREB.main.lane1.NoIndex,,14.8,6.9,,,,,0.21,1.1
X1883.2003.06.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2003.055.Crump.Artic.LTREB.main.lane1.NoIndex,739,10.5,7.4,,,,,1.05,4.5
X1883.2002.099.Crump.Artic.LTREB.main.lane1.NoIndex,193,15.05,7.2,,,,,,2.9
X1883.2002.001.Crump.Artic.LTREB.main.lane1.NoIndex,1201,,,,,,,,
X1883.2001.062.Crump.Artic.LTREB.main.lane1.NoIndex,2144,,,,,,,,
X1883.2001.053.Crump.Artic.LTREB.main.lane1.NoIndex,253,,,,,,,,
X1883.2001.045.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2001.011.Crump.Artic.LTREB.main.lane1.NoIndex,432,9.54,6.8,,,,,,
X1883.2001.002.Crump.Artic.LTREB.main.lane1.NoIndex,286,,,,,,,,
X1883.2000.059.Crump.Artic.LTREB.main.lane1.NoIndex,450,,,,,,,,
X1883.2000.05.Crump.Artic.LTREB.main.lane1.NoIndex,422,,,,,,,,
X1883.2000.047.Crump.Artic.LTREB.main.lane1.NoIndex,476,10.7,7.1,,,0.1,,0.37,3.4
X1883.2007.331.Crump.Artic.LTREB.main.lane2.NoIndex,355,,,,,,,,
X1883.2007.323.Crump.Artic.LTREB.main.lane2.NoIndex,1434,15.4,7.2,,,0.2,,0,
X1883.2007.317.Crump.Artic.LTREB.main.lane2.NoIndex,,14.24,7.4,,,,,,
X1883.2007.291.Crump.Artic.LTREB.main.lane2.NoIndex,,6.05,,,,,,,
X1883.2007.289.Crump.Artic.LTREB.main.lane2.NoIndex,282,3.5,,,,,,,
X1883.2007.287.Crump.Artic.LTREB.main.lane2.NoIndex,343,11.85,,,,,,,
X1883.2007.284.Crump.Artic.LTREB.main.lane2.NoIndex,285,15.81,,,,,,,
X1883.2007.277.Crump.Artic.LTREB.main.lane2.NoIndex,609,,,,,,,,
X1883.2007.272.Crump.Artic.LTREB.main.lane2.NoIndex,954,,,,,,,,
X1883.2004.001.Crump.Artic.LTREB.main.lane1.NoIndex,336,1.11,7,,13.15,,,6.9,13.1
X1883.2003.234.Crump.Artic.LTREB.main.lane4.NoIndex,397,7.17,,,,,,0.09,7.2
X1883.2003.231.Crump.Artic.LTREB.main.lane4.NoIndex,,6.1,7.4,,,0.1,,0.69,6.2
X1883.2003.23.Crump.Artic.LTREB.main.lane4.NoIndex,,8.4,6.8,,,,,0.33,2.7
X1883.2003.229.Crump.Artic.LTREB.main.lane4.NoIndex,1089,,,,,,,,
X1883.2003.223.Crump.Artic.LTREB.main.lane4.NoIndex,348,7.59,7.2,,9.51,,,,
X1883.2003.218.Crump.Artic.LTREB.main.lane4.NoIndex,1039,8.6,7.5,,,,,0.1,2.7
X1883.2002.083.Crump.Artic.LTREB.main.lane1.NoIndex,528,15.6,7,,,,,0,1.8
X1883.2002.044.Crump.Artic.LTREB.main.lane1.NoIndex,2438,10.07,6.7,,,,,,6.1
X1883.2002.04.Crump.Artic.LTREB.main.lane1.NoIndex,1184,10.91,6.9,,,,,,3.5
X1883.2002.017.Crump.Artic.LTREB.main.lane1.NoIndex,528,10.6,6.8,,,,,0.06,1.3
X1883.2000.043.Crump.Artic.LTREB.main.lane1.NoIndex,276,8.39,6.8,,10.26,,,,
X1883.2000.038.Crump.Artic.LTREB.main.lane1.NoIndex,267,,,,,,,,
X1883.2000.016.Crump.Artic.LTREB.main.lane1.NoIndex,288,,,,,,,,
X1883.2000.014.Crump.Artic.LTREB.main.lane1.NoIndex,805,,,,,,,,
X1883.2000.012.Crump.Artic.LTREB.main.lane1.NoIndex,,,,,,,,,
X1883.2000.005.Crump.Artic.LTREB.main.lane1.NoIndex,299,2.05,7.2,,10.1,,,,
X1883.2000.004.Crump.Artic.LTREB.main.lane1.NoIndex,857,1.86,7.3,,13.9,,,,
X1883.2000.001.Crump.Artic.LTREB.main.lane1.NoIndex,292,,,,,,,,
X1883.2011.533.Crump.Artic.LTREB.main.lane4.NoIndex,112,1.9,,30,,,,,
X1883.2011.531.Crump.Artic.LTREB.main.lane4.NoIndex.r,,7.9,,30,,,,,
X1883.2011.522.Crump.Artic.LTREB.main.lane4.NoIndex,,,,,,,,,
X1883.2011.521.Crump.Artic.LTREB.main.lane4.NoIndex,,,,,,,,,
X1883.2011.511.Crump.Artic.LTREB.main.lane4.NoIndex,,4.9,,30,,,,,
X1883.2011.508.Crump.Artic.LTREB.main.lane4.NoIndex,,9.3,,33,,,,,
X1883.2011.501.Crump.Artic.LTREB.main.lane4.NoIndex,136,11.4,7.9,27,8.9,,,,
X1883.2011.488.Crump.Artic.LTREB.main.lane4.NoIndex,895,,,34,,,,,
X1883.2011.481.Crump.Artic.LTREB.main.lane4.NoIndex,226,8.4,,,,,,,
X1883.2011.474.Crump.Artic.LTREB.main.lane4.NoIndex,221,14.5,,,,,,,
X1883.2011.47.Crump.Artic.LTREB.main.lane4.NoIndex,232,14.6,,,,,,,
X1883.2011.469.Crump.Artic.LTREB.main.lane4.NoIndex,296,15.2,,,,,,,
X1883.2011.464.Crump.Artic.LTREB.main.lane4.NoIndex,253,7.1,,,,,,,
X1883.2011.443.Crump.Artic.LTREB.main.lane4.NoIndex,1458,10.4,7.5,,,,,4.3,
X1883.2011.432.Crump.Artic.LTREB.main.lane4.NoIndex,2061,7.7,8.1,,,,,11.09,
X1883.2011.431.Crump.Artic.LTREB.main.lane4.NoIndex,1000,13.3,7.8,,,,,1.88,
X1883.2011.4.Crump.Artic.LTREB.main.lane4.NoIndex,,,7.3,,,,,,
X1883.2011.398.Crump.Artic.LTREB.main.lane4.NoIndex,,,8.2,,,,,,
X1883.2011.394.Crump.Artic.LTREB.main.lane4.NoIndex,,,7.2,,,,,,
X1883.2011.39.Crump.Artic.LTREB.main.lane4.NoIndex,,5.4,6.9,,7.42,,,,
X1883.2011.379.Crump.Artic.LTREB.main.lane4.NoIndex,1565,17,8.4,,,,,7.96,
X1883.2011.366.Crump.Artic.LTREB.main.lane4.NoIndex,553,,,,,,,,
X1883.2011.34.Crump.Artic.LTREB.main.lane4.NoIndex,,,,,,,,,
X1883.2011.332.Crump.Artic.LTREB.main.lane4.NoIndex,,,,,,,,,
X1883.2011.33.Crump.Artic.LTREB.main.lane4.NoIndex,260,,,,,,,,
X1883.2011.325.Crump.Artic.LTREB.main.lane4.NoIndex,1930,,,,,,,,
X1883.2011.303.Crump.Artic.LTREB.main.lane4.NoIndex,1611,6.5,7.3,,,,,,
X1883.2011.299.Crump.Artic.LTREB.main.lane4.NoIndex,921,,,,,,,,
X1883.2011.19.Crump.Artic.LTREB.main.lane3.NoIndex,387,5.19,7,,8.12,,,,
X1883.2011.179.Crump.Artic.LTREB.main.lane3.NoIndex,266,,,,,,,,
X1883.2011.162.Crump.Artic.LTREB.main.lane3.NoIndex,193,,,,,,,,
X1883.2011.153.Crump.Artic.LTREB.main.lane3.NoIndex,1121,15.8,7.4,,,,,3.84,
X1883.2011.15.Crump.Artic.LTREB.main.lane3.NoIndex,299,5.1,7,,8.3,,,,
X1883.2011.143.Crump.Artic.LTREB.main.lane3.NoIndex,1800,9.7,8,,,,,5.06,
X1883.2011.128.Crump.Artic.LTREB.main.lane3.NoIndex,1683,5.4,8.1,,,,,5.9,
X1883.2011.551.Crump.Artic.LTREB.main.lane2.NoIndex,984,,,,,,,,
X1883.2011.549.Crump.Artic.LTREB.main.lane3.NoIndex,1019,,,,,,,,
X1883.2011.548.Crump.Artic.LTREB.main.lane4.NoIndex,,,,,,,,,
X1883.2011.089.Crump.Artic.LTREB.main.lane3.NoIndex,452,19.7,7.8,,,,,0.04,
X1883.2011.085.Crump.Artic.LTREB.main.lane3.NoIndex,350,18.5,8.2,,,,,1.03,
X1883.2011.075.Crump.Artic.LTREB.main.lane3.NoIndex,,11.34,7.6,,10.63,,,,
X1883.2011.058.Crump.Artic.LTREB.main.lane3.NoIndex,,15.4,8.3,,,,,0.14,
X1883.2011.048.Crump.Artic.LTREB.main.lane3.NoIndex,374,,,,,,,,
X1883.2011.04.Crump.Artic.LTREB.main.lane3.NoIndex,347,,,,,,,,
X1883.2011.036.Crump.Artic.LTREB.main.lane3.NoIndex,327,,,,,,,,
X1883.2011.032.Crump.Artic.LTREB.main.lane3.NoIndex,230,,,,,,,,
X1883.2011.027.Crump.Artic.LTREB.main.lane3.NoIndex,197,,,,,,,,
X1883.2011.022.Crump.Artic.LTREB.main.lane3.NoIndex,,13.3,6.5,,,,,0.23,
X1883.2011.021.Crump.Artic.LTREB.main.lane3.NoIndex,981,11,7.1,,,,,0.14,
X1883.2011.011.Crump.Artic.LTREB.main.lane3.NoIndex,980,11.2,7.4,,,,,0.23,
X1883.2011.004.Crump.Artic.LTREB.main.lane3.NoIndex,313,1.9,6.8,,10.22,,,3.01,
X1883.2010.368.Crump.Artic.LTREB.main.lane4.NoIndex,,10.5,7.4,,,0.1,,0.14,
X1883.2010.361.Crump.Artic.LTREB.main.lane3.NoIndex,304,,,,,,,,
X1883.2010.359.Crump.Artic.LTREB.main.lane3.NoIndex,627,13.4,6.6,,,0.1,,0.04,
X1883.2010.357.Crump.Artic.LTREB.main.lane3.NoIndex,334,,,,,,,,
X1883.2010.306B.Crump.Artic.LTREB.main.lane3.NoIndex,1098,,,,,,,,
X1883.2010.304.Crump.Artic.LTREB.main.lane3.NoIndex,,,,,,,,,
X1883.2010.301B.Crump.Artic.LTREB.main.lane3.NoIndex,322,,,,,,,,
X1883.2010.301A.Crump.Artic.LTREB.main.lane3.NoIndex,439,,,,,,,,
X1883.2010.294A.Crump.Artic.LTREB.main.lane3.NoIndex,1163,,,,,,,,
X1883.2010.288.Crump.Artic.LTREB.main.lane3.NoIndex,,,,,,,,,
X1883.2010.282.Crump.Artic.LTREB.main.lane3.NoIndex,,11.2,6.6,,,0.1,,0.08,
X1883.2010.264.Crump.Artic.LTREB.main.lane3.NoIndex,,16,7.4,,,,,,
X1883.2010.259.Crump.Artic.LTREB.main.lane3.NoIndex,,14.2,7.2,,,,,,
X1883.2010.253.Crump.Artic.LTREB.main.lane3.NoIndex,,15.4,7,,,,,,
X1883.2010.247.Crump.Artic.LTREB.main.lane3.NoIndex,,14.8,8.5,,,,,,
X1883.2010.244.Crump.Artic.LTREB.main.lane3.NoIndex,,14.2,7.7,,,,,,
X1883.2010.243.Crump.Artic.LTREB.main.lane3.NoIndex,256,14.3,7.7,,,,,,
X1883.2010.242.Crump.Artic.LTREB.main.lane3.NoIndex,,13.8,7.8,,,,,,
X1883.2010.235.Crump.Artic.LTREB.main.lane3.NoIndex,,13.7,8.4,,,,,38.48,
X1883.2010.234.Crump.Artic.LTREB.main.lane3.NoIndex,,13.8,7.8,,,,,0.21,
X1883.2011.282.Crump.Artic.LTREB.main.lane4.NoIndex,1037,,,,,,,,
X1883.2011.274.Crump.Artic.LTREB.main.lane4.NoIndex,339,5.26,6.9,,7.86,,,,
X1883.2011.266.Crump.Artic.LTREB.main.lane4.NoIndex,,14.6,7.9,,,,,3.13,
X1883.2011.265.Crump.Artic.LTREB.main.lane4.NoIndex,1898,9.7,8.2,,,,,8.05,
