SampleID,temperature_deg_c,ph,salinity_psu,oxygen_mg_per_l,phosphate_umol_per_l,ammonium_umol_per_l,nitrate_umol_per_l,sulfate_umol_per_l,chao1,shannon,observed
550.L4S236.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1452.978417,6.692830912,876
550.L4S238.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1219.5,6.064635862,754
550.L4S239.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,952.9411765,6.114004198,610
550.L4S24.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1780.792453,7.185943925,853
550.L4S240.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1310.61165,6.247159148,704
550.L4S241.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1171,5.742893942,716
550.L4S242.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1210.967742,5.232545973,613
550.L4S243.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1369.608696,5.383035027,710
550.L4S244.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1126.644231,5.891697419,642
550.L4S245.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1385.19469,5.672899994,707
550.L4S246.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1496.483871,6.730624185,797
550.L4S247.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2950.066225,7.68939845,1646
550.L4S248.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2463.307692,6.938695263,1223
550.L4S249.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1873.875,5.620260309,855
550.L4S25.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2961.043825,7.787232316,1537
550.L4S250.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1669.905172,5.864002449,799
550.L4S251.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1248.181818,4.578706003,577
550.L4S252.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1275.032967,5.287377065,638
550.L4S253.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1949.777108,6.958933106,1027
550.L4S254.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1024.973684,4.703540735,522
550.L4S255.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2356.945813,6.879791675,1213
550.L4S256.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1762.816901,6.410001884,926
550.L4S257.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2925.916981,7.637912812,1506
550.L4S258.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2193.600985,6.910791634,1202
550.L4S259.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2885.942308,7.211635829,1380
550.L4S26.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1331.1,5.720687797,538
550.L4S260.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2333.969466,6.281154257,985
550.L4S261.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1881.573965,6.999259996,1030
550.L4S262.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1124.767442,4.039620094,557
550.L4S263.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2470.235294,6.853426125,1188
550.L4S265.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2298.870787,6.489491139,1168
550.L4S266.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2012.421053,5.984113904,979
550.L4S269.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1141.80531,5.820070444,673
550.L4S27.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2021.550505,6.569202291,1144
550.L4S270.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1824.248619,6.89460166,1038
550.L4S271.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2792.27686,7.783292991,1465
550.L4S273.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2522.004184,7.979263942,1442
550.L4S274.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2374.8,7.90530232,1413
550.L4S275.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1413.614754,5.378457822,723
550.L4S278.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1415.7,6.626866684,843
550.L4S279.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1211.958333,6.067134281,703
550.L4S28.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2947.888889,7.169392412,1467
550.L4S282.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1187.472727,6.625590329,832
550.L4S283.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1375.625,6.326754025,815
550.L4S284.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1345.22093,5.204522174,598
550.L4S285.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1610.140187,5.944991843,776
550.L4S286.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1209.558442,3.367610021,530
550.L4S287.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1523.387931,6.055246067,743
550.L4S29.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1716.75,6.455687957,882
550.L4S3.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1275.185841,6.469435118,747
550.L4S30.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2830.443038,7.93933831,1465
550.L4S31.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1629.891892,6.479237956,822
550.L4S32.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1165.374046,6.467344721,756
550.L4S33.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2213.126582,7.198329102,1259
550.L4S34.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1556.006711,6.233045481,881
550.L4S35.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1362.8,6.720953401,874
550.L4S36.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,882.0789474,6.060779526,598
550.L4S37.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1080.446602,6.801861683,712
550.L4S38.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1315.722222,6.22341236,771
550.L4S39.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1610.902778,7.103414482,1072
550.L4S4.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1784.138298,6.523228184,1030
550.L4S40.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1131.914063,6.064963135,748
550.L4S41.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1450.605634,6.229068387,828
550.L4S42.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1295.131387,6.142204955,786
550.L4S43.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1611.995327,6.471408334,1059
550.L4S44.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1529.382353,5.69473862,816
550.L4S45.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1424.782123,6.682167801,970
550.L4S46.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,891.9784946,2.957759275,513
550.L4S47.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2320.329545,7.119980313,1173
550.L4S48.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2499.930876,6.902943234,1267
550.L4S49.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1255.079365,4.771063021,762
550.L4S5.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2352.634921,7.288653366,1202
550.L4S50.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1953.987421,6.460689184,1001
550.L4S51.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1355.774648,5.747451655,805
550.L4S52.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2305.44856,7.246286584,1313
550.L4S53.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2189.14,7.136656155,1189
550.L4S54.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1029.335821,6.334482006,742
550.L4S55.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1534.581081,4.470147018,627
550.L4S56.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2876.5,7.957274102,1563
550.L4S57.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1639.166667,4.870280498,794
550.L4S58.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1884.952632,6.770343663,1099
550.L4S59.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1726.079137,6.677190485,923
550.L4S6.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2808.945545,6.859025561,1328
550.L4S60.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1527.315385,5.638818609,844
550.L4S61.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1734.285714,3.423232352,708
550.L4S62.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2186.721311,7.175170619,1155
550.L4S63.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2622.421053,7.58342341,1430
550.L4S64.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,888.2222222,1.924999737,348
550.L4S65.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1959.666667,5.52443192,814
550.L4S66.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2704.821782,7.07834991,1292
550.L4S67.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1418.060811,6.233634499,815
550.L4S68.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2374.018987,6.790502711,1100
550.L4S69.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1938.125,6.427039615,919
550.L4S7.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1263.756579,5.192719854,785
550.L4S70.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1522.907285,7.211944694,954
550.L4S71.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1932.236025,6.963335298,1045
550.L4S72.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2027.131579,6.382610493,1023
550.L4S73.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,981.1304348,5.92143857,663
550.L4S74.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,924.3833333,5.93115557,624
550.L4S75.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2527.084337,7.833408838,1426
550.L4S76.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1030.142857,4.456618709,488
550.L4S77.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1550.024,6.146724928,819
550.L4S78.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2530.826667,7.653583518,1390
550.L4S79.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,786.0909091,4.620374683,365
550.L4S8.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1930.107383,6.603416674,975
550.L4S80.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2421.265,6.94366188,1205
550.L4S81.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2398.121951,7.177671629,1343
550.L4S82.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1346.237624,5.301601678,674
550.L4S83.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1610.842105,5.617057951,779
550.L4S84.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1996.89011,6.74009307,1109
550.L4S85.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2719.768595,6.608878743,1409
550.L4S86.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1123.113208,4.167079194,478
550.L4S87.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2214.359447,7.592761031,1275
550.L4S88.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2187.538462,6.566418505,1152
550.L4S89.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,3194.613445,7.880341383,1599
550.L4S9.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,2962.393305,7.732656654,1488
550.L4S90.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1815.083333,5.810993516,837
550.L4S91.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1350.235955,5.469549319,664
550.L4S92.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1684.329949,6.882065548,1046
550.L4S93.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,944.6185567,5.714027502,584
550.L4S94.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1153.496124,6.115893805,712
550.L4S95.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,3204.163043,8.239374726,1639
550.L4S97.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,1377.046154,4.179420168,552
550.L4S98.s.4.sequence,NA,NA,NA,NA,NA,NA,NA,NA,603.7843137,3.751579512,332
550.L5S100.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S101.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,430.8709677,4.160050148,241
550.L5S102.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,428.9166667,4.994255681,283
550.L5S103.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,565.2195122,4.527293679,338
550.L5S104.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,408.5671642,4.464815324,302
550.L5S105.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S106.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S108.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S109.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S110.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S111.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,441.8863636,4.598197844,285
550.L5S112.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,509.5681818,4.795714733,304
550.L5S113.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,476.7586207,4.783927498,309
550.L5S114.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S115.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,447.6603774,4.412938142,287
550.L5S116.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S117.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S118.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,518.5490196,4.478879591,311
550.L5S119.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,483.0185185,4.633657125,295
550.L5S120.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,502.625,4.767961856,293
550.L5S121.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S122.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S123.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S125.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,449.1052632,4.554484836,302
550.L5S126.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,429.4912281,4.47463713,300
550.L5S127.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,401.0175439,4.701694258,290
550.L5S128.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S129.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S130.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S131.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S132.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S133.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S134.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S135.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,442.8333333,4.174594746,200
550.L5S136.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,383.9268293,4.253404064,243
550.L5S137.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,409.2857143,4.257882104,238
550.L5S138.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S139.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S140.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S141.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S142.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,445.8653846,4.475697993,292
550.L5S143.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S144.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,464.6603774,4.58750665,294
550.L5S145.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S146.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S147.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S148.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S149.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,400.7906977,4.177330277,251
550.L5S150.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S151.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S152.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,483.5227273,4.355049827,290
550.L5S153.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S154.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S155.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S156.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S157.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S158.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,400.6382979,4.550436558,266
550.L5S159.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,472.2666667,4.915812045,317
550.L5S160.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S161.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S162.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S163.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S164.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S165.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S166.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S167.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,460.0526316,4.426272143,269
550.L5S168.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,434.09375,4.636584449,313
550.L5S169.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S170.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S171.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,459.0909091,4.572649351,320
550.L5S172.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S173.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S174.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S175.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S176.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S177.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S178.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S179.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,451.3333333,4.892404169,312
550.L5S180.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S181.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S182.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S183.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,431.4897959,4.55947454,293
550.L5S184.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S185.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S186.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S187.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S188.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,486.8484848,4.29407039,252
550.L5S189.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,551.8125,4.999569494,319
550.L5S190.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,441.4583333,4.75728943,280
550.L5S191.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,416.2222222,4.587505413,284
550.L5S193.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S194.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S195.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S196.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S197.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S198.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,516.5576923,4.703462923,313
550.L5S199.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,489.625,4.562528815,364
550.L5S2.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S200.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,540.4545455,5.100849285,348
550.L5S201.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S202.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S203.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S204.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S205.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S206.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S207.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,509.1428571,5.038235958,360
550.L5S208.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S209.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,388.5090909,3.748143199,263
550.L5S210.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S211.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S212.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,451.25,4.316215436,290
550.L5S213.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S214.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,447.5227273,4.608175988,277
550.L5S215.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,524.5217391,5.006608989,313
550.L5S216.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S217.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S218.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,413.1612903,4.784042656,298
550.L5S219.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S220.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S221.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S222.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,381.775,4.173139129,240
550.L5S223.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S224.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,493.4468085,4.74740029,301
550.L5S225.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S226.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S227.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S228.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S229.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,457.1666667,4.422764779,309
550.L5S230.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S231.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S232.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S233.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S234.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S235.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S236.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S237.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,446.6,3.579607308,224
550.L5S238.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,478.0689655,4.747297338,329
550.L5S239.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S240.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S241.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S242.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S243.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S244.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S245.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S246.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S247.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.L5S248.s.5.sequence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
